0,1	31220
0,2	31220
3,4	31220
3,5	31220
6,7	31220
8,9	31220
4,7	31220
10,11	31220
0,1	31240
0,2	31240
12,13	31240
3,5	31240
6,7	31240
8,9	31240
4,7	31240
14,15	31240
0,16,2	31260
0,16,1	31260
17,18	31260
8,9	31260
19,20	31260
4,7	31260
18,21	31260
10,11	31260
14,15	31260
0,16,1	31280
0,16,2	31280
3,7	31280
17,18	31280
6,7	31280
8,9	31280
22,23	31280
4,7	31280
24,25	31280
26,27	31300
0,1	31300
0,2	31300
12,13	31300
8,9	31300
28,23	31300
4,7	31300
29,30	31300
32,31	31320
33,34,35	31320
36,37	31320
38,39	31320
40,41	31320
8,9	31320
42,34	31320
32,43	31320
26,27	31320
19,28	31320
44,45	31320
24,46	31320
33,35,47	31340
35,29	31340
48,49	31340
0,2	31340
50,42	31340
50,45	31340
33,51	31340
0,1	31340
36,37	31340
12,13,52	31340
38,39	31340
8,9	31340
19,23	31340
53,23	31340
42,34	31340
34,29	31340
26,27	31340
51,29	31340
45,54	31340
56,55	31340
24,46	31340
33,34,35	31360
35,34,51	31360
35,51,29	31360
33,34,47	31360
33,47,57	31360
12,52	31360
58,59,60	31360
57,59	31360
38,39	31360
6,7	31360
8,9	31360
58,60,61	31360
26,27	31360
10,11	31360
56,55	31360
24,46	31360
18,62	31360
14,63	31380
0,16,1	31380
36,37	31380
38,39	31380
53,23	31380
64,65	31380
17,18,21	31380
66,31	31380
34,35,29	31380
40,67	31380
42,44	31380
16,2	31380
50,68	31380
33,44,47	31380
10,11	31380
69,14	31380
33,47,57	31380
8,9	31380
6,7	31380
58,54	31380
57,59,45	31380
12,52	31380
33,34,35	31400
35,29	31400
66,31	31400
48,55	31400
33,34,47	31400
16,2	31400
36,37	31400
12,70	31400
12,52	31400
38,39	31400
6,7	31400
8,9	31400
53,23	31400
64,65	31400
26,27	31400
16,1	31400
44,68	31400
68,45	31400
4,7	31400
44,30	31400
10,71	31400
56,55	31400
24,46	31400
66,31	31420
48,55	31420
33,29	31420
33,47	31420
50,44,42	31420
40,67	31420
36,37	31420
59,54	31420
17,18	31420
8,9	31420
6,7	31420
42,30	31420
34,35,29	31420
72,26	31420
16,1	31420
16,2	31420
68,60	31420
60,45	31420
16,2	31440
66,31	31440
33,34	31440
33,47	31440
50,68	31440
40,67	31440
36,37	31440
59,54	31440
73,37	31440
8,9	31440
6,7	31440
42,44	31440
42,45	31440
34,51	31440
34,35	31440
26,27	31440
16,1	31440
68,60	31440
60,45	31440
4,7	31440
51,47	31440
10,11	31440
24,46	31440
35,29	31440
66,31	31460
48,55	31460
33,34	31460
33,47	31460
40,67	31460
36,37	31460
3,5	31460
17,18	31460
38,39	31460
8,9	31460
74,45	31460
34,35	31460
64,65	31460
4,5	31460
24,25	31460
75,62	31460
35,29	31460
66,31	31480
33,34	31480
33,57	31480
40,67	31480
12,52	31480
3,4	31480
17,21	31480
38,39	31480
8,9	31480
6,7	31480
34,51	31480
34,35	31480
57,60	31480
4,21	31480
4,7	31480
35,29	31480
66,31	31500
33,47,57	31500
72,76	31500
59,30	31500
6,7	31500
8,9	31500
42,45	31500
34,68	31500
57,68	31500
10,11	31500
56,55	31500
66,31	31520
11,77	31520
9,78	31520
12,13,52	31520
17,18	31520
8,9	31520
53,23	31520
68,60	31520
65,43	31520
80,79	31520
24,46	31520
66,31	31540
48,73	31540
81,17	31540
82,83	31540
83,84	31540
83,85	31540
53,23	31540
49,86	31540
57,47	31540
0,16,2	31560
66,31	31560
0,16,1	31560
88,87	31560
12,52	31560
12,13	31560
38,39	31560
4,6	31560
53,23	31560
26,27	31560
0,2	31580
66,31	31580
0,1	31580
89,90	31580
88,91	31580
83,61	31580
53,23	31580
49,86	31580
26,27	31580
88,92	31580
93,94	31580
89,95	31580
0,16,2	31600
66,31	31600
96,47	31600
97,93	31600
97,98	31600
97,99	31600
0,77	31600
0,16,1	31600
100,101	31600
17,4	31600
17,7	31600
53,23	31600
65,43	31600
56,55	31600
5,62	31600
66,31	31620
96,47	31620
100,101	31620
12,52	31620
53,23	31620
64,65	31620
82,102	31620
99,103	31620
104,86	31620
105,95	31640
90,95	31640
66,31	31640
48,106	31640
104,106	31640
16,2	31640
0,16,1	31640
36,37	31640
100,101	31640
26,107	31640
27,107	31640
108,109	31640
109,110	31640
12,52	31640
73,37	31640
53,23	31640
72,111	31640
56,55	31640
0,16,2	31660
66,31	31660
96,57,47	31660
112,76	31660
0,16,1	31660
113,6	31660
113,114	31660
113,7	31660
12,52	31660
37,108,109	31660
73,108,37	31660
57,91	31660
53,23	31660
49,86	31660
82,102	31660
26,27	31660
57,60	31660
72,111	31660
115,116	31660
89,114	31660
106,86	31660
16,2	31680
66,31	31680
112,76	31680
12,52	31680
53,23	31680
49,86	31680
82,102	31680
34,35	31680
16,1	31680
105,21	31680
117,118	31680
56,55	31680
57,47	31680
14,15	31680
66,31	31700
96,47	31700
120,119	31700
0,16,1	31700
0,16,2	31700
11,77	31700
112,76	31700
100,101	31700
121,105	31700
53,23	31700
49,86	31700
82,102	31700
105,21	31700
66,31	31720
96,47	31720
9,122	31720
9,119	31720
12,13	31720
3,7	31720
53,23	31720
9,123	31720
82,102	31720
105,21	31720
124,46	31720
106,86	31720
52,13	31720
66,31	31740
9,122	31740
122,123	31740
12,52	31740
25,125,126	31740
53,23	31740
49,86	31740
82,102	31740
128,127	31740
105,21	31740
129,126,25	31740
66,31	31760
96,57	31760
48,130	31760
131,78	31760
90,18	31760
132,133	31760
133,134	31760
53,23	31760
131,132	31760
134,135	31760
9,123	31760
136,25	31760
82,102	31760
49,86	31760
105,21	31760
26,27	31780
66,31	31780
48,130	31780
9,122	31780
11,77	31780
137,132	31780
12,52	31780
108,109	31780
53,23	31780
82,102	31780
49,86	31780
65,43	31780
105,21	31780
138,124	31780
72,111	31780
139,140	31780
56,55	31780
24,141	31780
104,106	31800
66,31	31800
118,142	31800
128,119	31800
78,143	31800
11,77	31800
144,136	31800
12,52	31800
12,13	31800
145,135	31800
53,23	31800
82,102	31800
146,46,138	31800
117,118	31800
115,116	31800
56,55	31800
120,147	31800
66,31	31820
78,143	31820
27,107	31820
148,125	31820
145,135	31820
53,23	31820
82,102	31820
64,65	31820
146,46	31820
112,26	31820
26,27	31820
138,46	31820
72,111	31820
120,147	31820
129,148	31820
66,31	31840
48,56	31840
12,13	31840
148,125	31840
53,23	31840
82,102	31840
25,146	31840
65,43	31840
56,55	31840
120,147	31840
52,13	31840
66,31	31860
12,52	31860
53,23	31860
82,102	31860
136,149	31860
72,111	31860
0,16,2	31880
66,31	31880
128,119	31880
0,16,1	31880
12,52	31880
17,3	31880
17,150	31880
53,23	31880
82,102	31880
26,27	31880
126,151	31880
25,146	31880
65,43	31880
129,149	31880
72,111	31880
66,31	31900
9,122	31900
122,119	31900
12,52	31900
136,125	31900
53,23	31900
82,102	31900
26,27	31900
126,151	31900
25,146	31900
120,147	31900
26,27	31920
66,31	31920
9,122	31920
112,76	31920
0,1	31920
0,2	31920
144,125	31920
53,23	31920
82,102	31920
117,118	31920
0,16,2	31940
66,31	31940
122,78	31940
50,68	31940
0,16,1	31940
9,78	31940
144,125	31940
144,136	31940
